Date,Time,,Temp,Weather,Wind,,Humidity,Barometer,Visibility
2023-08-02,01:00,,13 °C,Passing clouds.,9 km/h,↑,77%,1032 mbar,N/A
2023-08-02,01:30,,12 °C,Passing clouds.,13 km/h,↑,77%,1032 mbar,N/A
2023-08-02,02:00,,13 °C,Overcast.,9 km/h,↑,77%,1032 mbar,N/A
2023-08-02,02:30,,12 °C,Partly cloudy.,7 km/h,↑,82%,1032 mbar,N/A
2023-08-02,03:00,,13 °C,Partly cloudy.,9 km/h,↑,77%,1032 mbar,N/A
2023-08-02,03:30,,13 °C,Overcast.,9 km/h,↑,77%,1033 mbar,N/A
2023-08-02,04:00,,12 °C,Passing clouds.,9 km/h,↑,82%,1033 mbar,N/A
2023-08-02,04:30,,13 °C,Mostly cloudy.,15 km/h,↑,77%,1033 mbar,N/A
2023-08-02,05:00,,12 °C,Passing clouds.,11 km/h,↑,82%,1033 mbar,N/A
2023-08-02,06:00,,12 °C,Passing clouds.,7 km/h,↑,82%,1034 mbar,N/A
2023-08-02,06:30,,13 °C,Scattered showers. Partly cloudy.,9 km/h,↑,77%,1034 mbar,N/A
2023-08-02,07:30,,13 °C,Sprinkles. Partly sunny.,13 km/h,↑,77%,1035 mbar,N/A
2023-08-02,08:00,,13 °C,Broken clouds.,13 km/h,↑,77%,1035 mbar,N/A
2023-08-02,08:30,,14 °C,Partly sunny.,9 km/h,↑,72%,1035 mbar,N/A
2023-08-02,09:00,,14 °C,Sprinkles. Broken clouds.,13 km/h,↑,82%,1035 mbar,N/A
2023-08-02,09:30,,16 °C,Scattered clouds.,9 km/h,↑,72%,1035 mbar,N/A
2023-08-02,11:00,,18 °C,Scattered showers. Broken clouds.,13 km/h,↑,64%,1035 mbar,N/A
2023-08-02,11:30,,18 °C,Scattered showers. Broken clouds.,7 km/h,↑,64%,1035 mbar,N/A
2023-08-02,12:00,,17 °C,Partly sunny.,6 km/h,↑,73%,1035 mbar,N/A
2023-08-02,12:30,,18 °C,Broken clouds.,6 km/h,↑,64%,1034 mbar,N/A
2023-08-02,13:30,,18 °C,Partly sunny.,13 km/h,↑,60%,1034 mbar,N/A
2023-08-02,14:00,,18 °C,Broken clouds.,15 km/h,↑,60%,1034 mbar,N/A
2023-08-02,14:30,,18 °C,Broken clouds.,22 km/h,↑,60%,1034 mbar,N/A
2023-08-02,15:00,,18 °C,Broken clouds.,20 km/h,↑,60%,1034 mbar,N/A
2023-08-02,15:30,,17 °C,Broken clouds.,20 km/h,↑,68%,1034 mbar,N/A
2023-08-02,16:00,,17 °C,Partly sunny.,17 km/h,↑,68%,1034 mbar,N/A
2023-08-02,16:30,,17 °C,Partly sunny.,17 km/h,↑,68%,1034 mbar,N/A
2023-08-02,17:00,,17 °C,Partly sunny.,15 km/h,↑,68%,1034 mbar,N/A
2023-08-02,17:30,,16 °C,Passing clouds.,11 km/h,↑,72%,1034 mbar,N/A
2023-08-02,18:00,,16 °C,Passing clouds.,9 km/h,↑,77%,1034 mbar,N/A
2023-08-02,19:00,,17 °C,Passing clouds.,11 km/h,↑,68%,1034 mbar,N/A
2023-08-02,19:30,,16 °C,Passing clouds.,7 km/h,↑,68%,1035 mbar,N/A
2023-08-02,20:00,,15 °C,Passing clouds.,6 km/h,↑,77%,1035 mbar,N/A
2023-08-02,20:30,,14 °C,Passing clouds.,7 km/h,↑,82%,1035 mbar,N/A
2023-08-02,21:00,,14 °C,Passing clouds.,7 km/h,↑,82%,1035 mbar,N/A
2023-08-02,21:30,,15 °C,Passing clouds.,9 km/h,↑,77%,1035 mbar,N/A
2023-08-02,22:00,,14 °C,Passing clouds.,11 km/h,↑,77%,1035 mbar,N/A
2023-08-02,22:30,,14 °C,Clear.,11 km/h,↑,82%,1035 mbar,N/A
2023-08-02,23:00,,14 °C,Clear.,11 km/h,↑,82%,1035 mbar,N/A
2023-08-02,23:30,,14 °C,Clear.,9 km/h,↑,82%,1035 mbar,N/A
2023-08-03,"00:00 Thu, 3 Aug",,12 °C,Clear.,9 km/h,↑,88%,1035 mbar,N/A
2023-08-03,00:30,,12 °C,Passing clouds.,7 km/h,↑,88%,1035 mbar,N/A
2023-08-03,01:00,,12 °C,Clear.,9 km/h,↑,88%,1035 mbar,N/A
2023-08-03,01:30,,12 °C,Clear.,7 km/h,↑,88%,1034 mbar,N/A
2023-08-03,02:00,,12 °C,Clear.,9 km/h,↑,88%,1034 mbar,N/A
2023-08-03,02:30,,11 °C,Clear.,6 km/h,↑,94%,1034 mbar,N/A
2023-08-03,03:00,,11 °C,Clear.,7 km/h,↑,94%,1033 mbar,N/A
2023-08-03,03:30,,11 °C,Clear.,No wind,↑,94%,1033 mbar,N/A
2023-08-03,04:00,,11 °C,Clear.,9 km/h,↑,88%,1033 mbar,N/A
2023-08-03,04:30,,11 °C,Clear.,9 km/h,↑,94%,1034 mbar,N/A
2023-08-03,05:00,,11 °C,Clear.,9 km/h,↑,88%,1034 mbar,N/A
2023-08-03,05:30,,10 °C,Passing clouds.,9 km/h,↑,94%,1034 mbar,N/A
2023-08-03,06:30,,11 °C,Passing clouds.,13 km/h,↑,94%,1034 mbar,N/A
2023-08-03,07:00,,11 °C,Passing clouds.,9 km/h,↑,94%,1034 mbar,N/A
2023-08-03,07:30,,11 °C,Passing clouds.,7 km/h,↑,94%,1035 mbar,N/A
2023-08-03,08:00,,12 °C,Passing clouds.,11 km/h,↑,88%,1035 mbar,N/A
2023-08-03,08:30,,13 °C,Passing clouds.,11 km/h,↑,82%,1035 mbar,N/A
2023-08-03,09:00,,15 °C,Passing clouds.,11 km/h,↑,77%,1035 mbar,N/A
2023-08-03,09:30,,15 °C,Passing clouds.,13 km/h,↑,77%,1035 mbar,N/A
2023-08-03,11:00,,20 °C,Passing clouds.,15 km/h,↑,56%,1034 mbar,N/A
2023-08-03,12:00,,20 °C,Sunny.,20 km/h,↑,49%,1033 mbar,16 km
2023-08-03,12:30,,21 °C,Sunny.,17 km/h,↑,46%,1032 mbar,16 km
2023-08-03,13:00,,22 °C,Sunny.,20 km/h,↑,47%,1032 mbar,16 km
2023-08-03,13:30,,20 °C,Sunny.,20 km/h,↑,56%,1031 mbar,16 km
2023-08-03,14:00,,21 °C,Sunny.,22 km/h,↑,53%,1031 mbar,16 km
2023-08-03,14:30,,21 °C,Sunny.,24 km/h,↑,57%,1031 mbar,16 km
2023-08-03,15:00,,20 °C,Sunny.,24 km/h,↑,60%,1031 mbar,16 km
2023-08-03,15:30,,20 °C,Sunny.,26 km/h,↑,56%,1031 mbar,16 km
2023-08-03,16:00,,20 °C,Sunny.,26 km/h,↑,60%,1031 mbar,16 km
2023-08-03,16:30,,19 °C,Sunny.,28 km/h,↑,64%,1031 mbar,16 km
2023-08-03,17:00,,19 °C,Sunny.,26 km/h,↑,68%,1031 mbar,16 km
2023-08-03,17:30,,18 °C,Clear.,20 km/h,↑,68%,1031 mbar,16 km
2023-08-03,18:00,,18 °C,Clear.,19 km/h,↑,68%,1032 mbar,16 km
2023-08-03,19:00,,18 °C,Clear.,26 km/h,↑,73%,1032 mbar,16 km
2023-08-03,19:30,,18 °C,Clear.,22 km/h,↑,73%,1032 mbar,16 km
2023-08-03,20:00,,18 °C,Clear.,24 km/h,↑,73%,1032 mbar,16 km
2023-08-03,20:30,,18 °C,Clear.,19 km/h,↑,73%,1032 mbar,16 km
2023-08-03,21:00,,17 °C,Clear.,15 km/h,↑,77%,1033 mbar,16 km
2023-08-03,21:30,,17 °C,Clear.,9 km/h,↑,73%,1033 mbar,16 km
2023-08-03,22:00,,17 °C,Clear.,11 km/h,↑,68%,1032 mbar,16 km
2023-08-03,22:30,,17 °C,Clear.,9 km/h,↑,68%,1032 mbar,N/A
2023-08-03,23:00,,16 °C,Clear.,11 km/h,↑,72%,1032 mbar,N/A
2023-08-03,23:30,,15 °C,Clear.,7 km/h,↑,72%,1032 mbar,N/A
2023-08-04,"00:30 Fri, 4 Aug",,14 °C,Clear.,9 km/h,↑,82%,1032 mbar,N/A
2023-08-04,01:00,,14 °C,Clear.,9 km/h,↑,77%,1032 mbar,N/A
2023-08-04,01:30,,13 °C,Clear.,No wind,↑,82%,1032 mbar,N/A
2023-08-04,02:00,,13 °C,Clear.,7 km/h,↑,82%,1032 mbar,N/A
2023-08-04,02:30,,12 °C,Clear.,6 km/h,↑,88%,1031 mbar,N/A
2023-08-04,03:00,,12 °C,Clear.,9 km/h,↑,88%,1032 mbar,N/A
2023-08-04,03:30,,11 °C,Clear.,11 km/h,↑,94%,1031 mbar,N/A
2023-08-04,04:00,,12 °C,Clear.,9 km/h,↑,88%,1031 mbar,N/A
2023-08-04,04:30,,11 °C,Clear.,9 km/h,↑,94%,1032 mbar,N/A
2023-08-04,05:00,,11 °C,Clear.,11 km/h,↑,88%,1032 mbar,N/A
2023-08-04,05:30,,11 °C,Clear.,11 km/h,↑,88%,1032 mbar,N/A
2023-08-04,06:00,,11 °C,Clear.,9 km/h,↑,82%,1032 mbar,16 km
2023-08-04,06:30,,11 °C,Clear.,13 km/h,↑,88%,1032 mbar,16 km
2023-08-04,07:00,,11 °C,Sunny.,13 km/h,↑,88%,1033 mbar,16 km
2023-08-04,07:30,,12 °C,Sunny.,9 km/h,↑,88%,1033 mbar,16 km
2023-08-04,08:00,,12 °C,Sunny.,13 km/h,↑,82%,1033 mbar,16 km
2023-08-04,08:30,,13 °C,Sunny.,11 km/h,↑,82%,1033 mbar,16 km
2023-08-04,09:00,,15 °C,Passing clouds.,9 km/h,↑,72%,1033 mbar,N/A
2023-08-04,09:30,,15 °C,Sunny.,11 km/h,↑,68%,1033 mbar,16 km
2023-08-04,11:00,,20 °C,Sunny.,13 km/h,↑,49%,1032 mbar,16 km
2023-08-04,11:30,,21 °C,Sunny.,9 km/h,↑,43%,1032 mbar,16 km
2023-08-04,12:00,,22 °C,Sunny.,11 km/h,↑,41%,1031 mbar,16 km
2023-08-04,12:30,,23 °C,Sunny.,15 km/h,↑,36%,1030 mbar,16 km
2023-08-04,13:00,,23 °C,Sunny.,17 km/h,↑,33%,1030 mbar,16 km
2023-08-04,13:30,,23 °C,Passing clouds.,7 km/h,↑,29%,1029 mbar,N/A
2023-08-04,14:00,,24 °C,Sunny.,13 km/h,↑,27%,1029 mbar,16 km
2023-08-04,14:30,,24 °C,Passing clouds.,15 km/h,↑,25%,1028 mbar,N/A
2023-08-04,15:00,,23 °C,Passing clouds.,19 km/h,↑,38%,1028 mbar,N/A
2023-08-04,15:30,,22 °C,Sunny.,22 km/h,↑,47%,1028 mbar,16 km
2023-08-04,16:00,,21 °C,Sunny.,28 km/h,↑,50%,1028 mbar,16 km
2023-08-04,16:30,,21 °C,Sunny.,24 km/h,↑,57%,1028 mbar,16 km
2023-08-04,17:00,,20 °C,Sunny.,30 km/h,↑,60%,1028 mbar,16 km
2023-08-04,18:30,,19 °C,Clear.,26 km/h,↑,68%,1029 mbar,16 km
2023-08-04,19:00,,19 °C,Clear.,30 km/h,↑,68%,1029 mbar,16 km
2023-08-04,19:30,,19 °C,Clear.,26 km/h,↑,64%,1029 mbar,16 km
2023-08-04,20:00,,19 °C,Clear.,24 km/h,↑,60%,1029 mbar,16 km
2023-08-04,21:00,,17 °C,Clear.,17 km/h,↑,68%,1029 mbar,16 km
2023-08-04,21:30,,18 °C,Clear.,13 km/h,↑,60%,1029 mbar,16 km
2023-08-04,22:00,,17 °C,Clear.,11 km/h,↑,64%,1029 mbar,16 km
2023-08-04,22:30,,17 °C,Clear.,11 km/h,↑,64%,1029 mbar,N/A
2023-08-04,23:00,,16 °C,Clear.,9 km/h,↑,68%,1029 mbar,N/A
2023-08-04,23:30,,15 °C,Clear.,15 km/h,↑,72%,1029 mbar,N/A
2023-08-05,"00:00 Sat, 5 Aug",,15 °C,Clear.,13 km/h,↑,72%,1029 mbar,N/A
2023-08-05,00:30,,15 °C,Clear.,9 km/h,↑,72%,1029 mbar,N/A
2023-08-05,01:00,,15 °C,Clear.,13 km/h,↑,72%,1029 mbar,N/A
2023-08-05,01:30,,14 °C,Clear.,13 km/h,↑,67%,1029 mbar,N/A
2023-08-05,02:00,,14 °C,Clear.,9 km/h,↑,72%,1028 mbar,N/A
2023-08-05,02:30,,13 °C,Clear.,9 km/h,↑,72%,1028 mbar,N/A
2023-08-05,03:00,,13 °C,Clear.,11 km/h,↑,77%,1028 mbar,N/A
2023-08-05,03:30,,13 °C,Clear.,11 km/h,↑,72%,1028 mbar,N/A
2023-08-05,04:00,,14 °C,Clear.,13 km/h,↑,67%,1027 mbar,N/A
2023-08-05,04:30,,13 °C,Clear.,13 km/h,↑,67%,1028 mbar,N/A
2023-08-05,05:00,,13 °C,Clear.,4 km/h,↑,72%,1028 mbar,N/A
2023-08-05,05:30,,14 °C,Clear.,6 km/h,↑,67%,1028 mbar,N/A
2023-08-05,06:30,,13 °C,Clear.,7 km/h,↑,67%,1028 mbar,16 km
2023-08-05,07:30,,13 °C,Sunny.,11 km/h,↑,67%,1029 mbar,16 km
2023-08-05,08:00,,13 °C,Sunny.,11 km/h,↑,67%,1029 mbar,16 km
2023-08-05,08:30,,14 °C,Sunny.,9 km/h,↑,63%,1029 mbar,16 km
2023-08-05,09:00,,14 °C,Sunny.,9 km/h,↑,63%,1030 mbar,16 km
2023-08-05,11:30,,18 °C,Sunny.,9 km/h,↑,49%,1029 mbar,16 km
2023-08-05,12:30,,18 °C,Sunny.,9 km/h,↑,49%,1029 mbar,16 km
2023-08-05,13:30,,18 °C,Light rain. Partly sunny.,6 km/h,↑,52%,1028 mbar,N/A
2023-08-05,14:30,,18 °C,Scattered showers. Broken clouds.,7 km/h,↑,52%,1028 mbar,N/A
2023-08-05,15:30,,16 °C,Broken clouds.,15 km/h,↑,77%,1028 mbar,N/A
2023-08-05,17:00,,16 °C,Scattered showers. Broken clouds.,7 km/h,↑,77%,1029 mbar,N/A
2023-08-05,17:30,,15 °C,Scattered showers. Passing clouds.,13 km/h,↑,88%,1029 mbar,N/A
2023-08-05,18:30,,15 °C,Mostly cloudy.,9 km/h,↑,82%,1029 mbar,N/A
2023-08-05,19:00,,15 °C,Mostly cloudy.,9 km/h,↑,88%,1030 mbar,N/A
2023-08-05,19:30,,16 °C,Mostly cloudy.,7 km/h,↑,83%,1030 mbar,N/A
2023-08-05,20:00,,16 °C,Mostly cloudy.,11 km/h,↑,77%,1030 mbar,N/A
2023-08-05,20:30,,16 °C,Overcast.,26 km/h,↑,88%,1030 mbar,N/A
2023-08-05,21:00,,16 °C,Light rain. Partly cloudy.,28 km/h,↑,88%,1030 mbar,N/A
2023-08-05,21:30,,15 °C,Rain showers. Partly cloudy.,28 km/h,↑,94%,1031 mbar,7 km
2023-08-05,22:00,,15 °C,Rain showers. Partly cloudy.,28 km/h,↑,94%,1031 mbar,N/A
2023-08-05,22:30,,16 °C,Rain. Partly cloudy.,28 km/h,↑,88%,1031 mbar,N/A
2023-08-05,23:00,,16 °C,Light rain. Partly cloudy.,30 km/h,↑,83%,1031 mbar,N/A
2023-08-05,23:30,,16 °C,Partly cloudy.,26 km/h,↑,83%,1031 mbar,N/A
2023-08-06,"00:00 Sun, 6 Aug",,16 °C,Partly cloudy.,28 km/h,↑,77%,1030 mbar,N/A
2023-08-06,00:30,,15 °C,Passing clouds.,28 km/h,↑,82%,1030 mbar,N/A
2023-08-06,01:00,,16 °C,Passing clouds.,28 km/h,↑,77%,1031 mbar,N/A
2023-08-06,01:30,,16 °C,Partly cloudy.,30 km/h,↑,77%,1031 mbar,N/A
2023-08-06,02:00,,16 °C,Partly cloudy.,30 km/h,↑,77%,1031 mbar,N/A
2023-08-06,02:30,,16 °C,Mostly cloudy.,32 km/h,↑,77%,1030 mbar,N/A
2023-08-06,03:00,,15 °C,Overcast.,30 km/h,↑,82%,1031 mbar,N/A
2023-08-06,03:30,,14 °C,Light rain. Mostly cloudy.,24 km/h,↑,88%,1031 mbar,N/A
2023-08-06,04:00,,13 °C,Light rain. Overcast.,26 km/h,↑,94%,1031 mbar,N/A
2023-08-06,04:30,,13 °C,Drizzle. Mostly cloudy.,26 km/h,↑,94%,1031 mbar,N/A
2023-08-06,05:00,,13 °C,Sprinkles. Overcast.,26 km/h,↑,94%,1031 mbar,N/A
2023-08-06,05:30,,13 °C,Passing clouds.,26 km/h,↑,88%,1031 mbar,N/A
2023-08-06,06:00,,13 °C,Partly cloudy.,19 km/h,↑,94%,1031 mbar,N/A
2023-08-06,06:30,,13 °C,Sprinkles. Passing clouds.,17 km/h,↑,88%,1032 mbar,N/A
2023-08-06,07:00,,13 °C,Partly sunny.,17 km/h,↑,82%,1032 mbar,N/A
2023-08-06,07:30,,13 °C,Broken clouds.,17 km/h,↑,82%,1032 mbar,N/A
2023-08-06,08:00,,13 °C,Broken clouds.,20 km/h,↑,82%,1032 mbar,N/A
2023-08-06,08:30,,13 °C,Sprinkles. Broken clouds.,19 km/h,↑,88%,1033 mbar,N/A
2023-08-06,09:00,,14 °C,Sprinkles. Broken clouds.,24 km/h,↑,82%,1033 mbar,N/A
2023-08-06,09:30,,15 °C,Broken clouds.,28 km/h,↑,77%,1032 mbar,N/A
2023-08-06,11:00,,15 °C,Broken clouds.,24 km/h,↑,77%,1033 mbar,N/A
2023-08-06,11:30,,16 °C,Broken clouds.,28 km/h,↑,72%,1032 mbar,N/A
2023-08-06,12:00,,16 °C,Broken clouds.,28 km/h,↑,72%,1032 mbar,N/A
2023-08-06,12:30,,16 °C,Partly sunny.,28 km/h,↑,72%,1031 mbar,N/A
2023-08-06,13:00,,16 °C,Partly sunny.,30 km/h,↑,72%,1031 mbar,N/A
2023-08-06,13:30,,16 °C,Broken clouds.,28 km/h,↑,72%,1031 mbar,N/A
2023-08-06,14:00,,16 °C,Broken clouds.,28 km/h,↑,72%,1031 mbar,N/A
2023-08-06,14:30,,16 °C,Broken clouds.,30 km/h,↑,72%,1031 mbar,N/A
2023-08-06,15:00,,15 °C,Broken clouds.,28 km/h,↑,72%,1031 mbar,N/A
2023-08-06,15:30,,16 °C,Broken clouds.,24 km/h,↑,68%,1031 mbar,N/A
2023-08-06,16:00,,16 °C,Partly sunny.,28 km/h,↑,68%,1031 mbar,N/A
2023-08-06,16:30,,16 °C,Partly sunny.,24 km/h,↑,68%,1031 mbar,N/A
2023-08-06,17:00,,16 °C,Partly sunny.,26 km/h,↑,68%,1031 mbar,N/A
2023-08-06,17:30,,15 °C,Passing clouds.,24 km/h,↑,72%,1031 mbar,N/A
2023-08-06,18:00,,15 °C,Passing clouds.,20 km/h,↑,77%,1031 mbar,N/A
2023-08-06,18:30,,15 °C,Passing clouds.,19 km/h,↑,77%,1031 mbar,N/A
2023-08-06,19:00,,15 °C,Passing clouds.,19 km/h,↑,77%,1032 mbar,N/A
2023-08-06,19:30,,15 °C,Passing clouds.,19 km/h,↑,77%,1032 mbar,N/A
2023-08-06,20:00,,15 °C,Passing clouds.,17 km/h,↑,72%,1032 mbar,N/A
2023-08-06,20:30,,15 °C,Passing clouds.,17 km/h,↑,72%,1032 mbar,N/A
2023-08-06,21:00,,14 °C,Passing clouds.,15 km/h,↑,77%,1032 mbar,N/A
2023-08-06,21:30,,13 °C,Passing clouds.,13 km/h,↑,82%,1031 mbar,N/A
2023-08-06,22:00,,14 °C,Passing clouds.,15 km/h,↑,77%,1031 mbar,N/A
2023-08-06,22:30,,13 °C,Clear.,17 km/h,↑,77%,1031 mbar,N/A
2023-08-06,23:00,,12 °C,Clear.,15 km/h,↑,82%,1031 mbar,N/A
2023-08-06,23:30,,12 °C,Clear.,15 km/h,↑,77%,1031 mbar,N/A
2023-08-07,"00:00 Mon, 7 Aug",,12 °C,Clear.,17 km/h,↑,77%,1031 mbar,N/A
2023-08-07,00:30,,11 °C,Clear.,13 km/h,↑,82%,1031 mbar,N/A
2023-08-07,01:00,,11 °C,Passing clouds.,9 km/h,↑,82%,1031 mbar,N/A
2023-08-07,01:30,,10 °C,Overcast.,11 km/h,↑,88%,1031 mbar,N/A
2023-08-07,02:00,,11 °C,Mostly cloudy.,6 km/h,↑,82%,1030 mbar,N/A
2023-08-07,02:30,,11 °C,Overcast.,11 km/h,↑,82%,1030 mbar,N/A
2023-08-07,03:00,,11 °C,Mostly cloudy.,7 km/h,↑,82%,1030 mbar,N/A
2023-08-07,03:30,,11 °C,Drizzle. Mostly cloudy.,7 km/h,↑,88%,1030 mbar,N/A
2023-08-07,04:00,,11 °C,Sprinkles. Passing clouds.,7 km/h,↑,88%,1030 mbar,N/A
2023-08-07,04:30,,11 °C,Mostly cloudy.,9 km/h,↑,94%,1030 mbar,N/A
2023-08-07,05:00,,12 °C,Sprinkles. Mostly cloudy.,11 km/h,↑,82%,1030 mbar,N/A
2023-08-07,05:30,,11 °C,Sprinkles. Overcast.,15 km/h,↑,82%,1030 mbar,N/A
2023-08-07,06:00,,11 °C,Sprinkles. Partly cloudy.,7 km/h,↑,88%,1031 mbar,N/A
2023-08-07,06:30,,11 °C,Sprinkles. Partly cloudy.,17 km/h,↑,88%,1031 mbar,9 km
2023-08-07,07:00,,12 °C,Sprinkles. Broken clouds.,15 km/h,↑,94%,1031 mbar,N/A
2023-08-07,07:30,,13 °C,Scattered showers. Broken clouds.,17 km/h,↑,94%,1031 mbar,N/A
2023-08-07,08:00,,13 °C,Scattered showers. Broken clouds.,19 km/h,↑,82%,1031 mbar,N/A
2023-08-07,08:30,,13 °C,Rain showers. Broken clouds.,24 km/h,↑,88%,1031 mbar,8 km
2023-08-07,09:00,,13 °C,Sprinkles. Broken clouds.,22 km/h,↑,94%,1031 mbar,N/A
2023-08-07,09:30,,14 °C,Sprinkles. Broken clouds.,17 km/h,↑,94%,1031 mbar,N/A
2023-08-07,11:15,,14 °C,Rain showers. Broken clouds.,19 km/h,↑,82%,1031 mbar,5 km
2023-08-07,11:30,,14 °C,Sprinkles. Broken clouds.,24 km/h,↑,88%,1031 mbar,6 km
2023-08-07,12:21,,13 °C,Sprinkles. Broken clouds.,20 km/h,↑,94%,1030 mbar,N/A
2023-08-07,12:30,,13 °C,Sprinkles. Broken clouds.,20 km/h,↑,94%,1030 mbar,N/A
2023-08-07,13:00,,14 °C,Scattered showers. Broken clouds.,17 km/h,↑,94%,1030 mbar,N/A
2023-08-07,13:30,,14 °C,Sprinkles. Broken clouds.,15 km/h,↑,88%,1030 mbar,N/A
2023-08-07,14:00,,14 °C,Sprinkles. Broken clouds.,19 km/h,↑,88%,1030 mbar,N/A
2023-08-07,14:30,,13 °C,Light rain. Broken clouds.,17 km/h,↑,94%,1030 mbar,N/A
2023-08-07,15:00,,14 °C,Light rain. Broken clouds.,17 km/h,↑,88%,1029 mbar,N/A
2023-08-07,15:30,,14 °C,Sprinkles. Broken clouds.,15 km/h,↑,88%,1029 mbar,N/A
2023-08-07,16:30,,13 °C,Scattered showers. Broken clouds.,11 km/h,↑,94%,1030 mbar,N/A
2023-08-07,17:00,,13 °C,Scattered showers. Broken clouds.,11 km/h,↑,94%,1030 mbar,N/A
2023-08-07,17:30,,14 °C,Scattered showers. Partly cloudy.,7 km/h,↑,88%,1030 mbar,N/A
2023-08-07,18:00,,14 °C,Passing clouds.,11 km/h,↑,88%,1030 mbar,N/A
2023-08-07,19:00,,13 °C,Scattered showers. Passing clouds.,9 km/h,↑,88%,1031 mbar,N/A
2023-08-07,19:30,,13 °C,Scattered showers. Passing clouds.,11 km/h,↑,88%,1031 mbar,N/A
2023-08-07,20:00,,13 °C,Sprinkles. Partly cloudy.,11 km/h,↑,88%,1031 mbar,N/A
2023-08-07,20:30,,13 °C,Sprinkles. Partly cloudy.,6 km/h,↑,88%,1031 mbar,N/A
2023-08-07,21:00,,14 °C,Sprinkles. Partly cloudy.,11 km/h,↑,88%,1031 mbar,N/A
2023-08-07,21:30,,13 °C,Scattered showers. Partly cloudy.,7 km/h,↑,94%,1031 mbar,N/A
2023-08-07,22:00,,13 °C,Scattered showers. Passing clouds.,13 km/h,↑,88%,1031 mbar,N/A
2023-08-07,22:30,,13 °C,Mostly cloudy.,13 km/h,↑,88%,1031 mbar,N/A
2023-08-07,23:00,,13 °C,Mostly cloudy.,11 km/h,↑,88%,1031 mbar,N/A
2023-08-07,23:30,,12 °C,Overcast.,13 km/h,↑,94%,1031 mbar,N/A
2023-08-08,"00:00 Tue, 8 Aug",,13 °C,Mostly cloudy.,11 km/h,↑,82%,1031 mbar,N/A
2023-08-08,00:24,,13 °C,Sprinkles. Overcast.,11 km/h,↑,82%,1031 mbar,6 km
2023-08-08,00:30,,12 °C,Lots of rain. Overcast.,11 km/h,↑,88%,1031 mbar,2 km
2023-08-08,01:13,,12 °C,Rain showers. Mostly cloudy.,11 km/h,↑,94%,1030 mbar,6 km
2023-08-08,01:35,,12 °C,Rain. Mostly cloudy.,9 km/h,↑,94%,1030 mbar,8 km
2023-08-08,02:00,,12 °C,Rain. Overcast.,9 km/h,↑,94%,1030 mbar,N/A
2023-08-08,02:30,,12 °C,Light rain. Mostly cloudy.,9 km/h,↑,94%,1030 mbar,9 km
2023-08-08,03:00,,12 °C,Drizzle. Mostly cloudy.,11 km/h,↑,94%,1030 mbar,N/A
2023-08-08,03:30,,12 °C,Mostly cloudy.,11 km/h,↑,94%,1030 mbar,N/A
2023-08-08,04:00,,12 °C,Mostly cloudy.,6 km/h,↑,94%,1030 mbar,N/A
2023-08-08,04:30,,11 °C,Overcast.,11 km/h,↑,100%,1030 mbar,N/A
2023-08-08,05:00,,12 °C,Partly cloudy.,9 km/h,↑,94%,1030 mbar,N/A
2023-08-08,06:00,,12 °C,Sprinkles. Partly cloudy.,No wind,↑,94%,1031 mbar,N/A
2023-08-08,06:30,,12 °C,Scattered showers. Partly cloudy.,9 km/h,↑,94%,1031 mbar,N/A
2023-08-08,07:00,,12 °C,Broken clouds.,11 km/h,↑,94%,1031 mbar,N/A
2023-08-08,07:30,,13 °C,Broken clouds.,9 km/h,↑,88%,1031 mbar,N/A
2023-08-08,08:00,,12 °C,Sprinkles. Broken clouds.,11 km/h,↑,88%,1032 mbar,N/A
2023-08-08,08:30,,12 °C,Scattered showers. Broken clouds.,7 km/h,↑,94%,1032 mbar,N/A
2023-08-08,09:00,,13 °C,Sprinkles. Broken clouds.,11 km/h,↑,88%,1032 mbar,N/A
2023-08-08,09:30,,13 °C,Broken clouds.,13 km/h,↑,94%,1032 mbar,N/A
2023-08-08,11:30,,17 °C,Scattered clouds.,7 km/h,↑,68%,1031 mbar,N/A
2023-08-08,12:00,,17 °C,Scattered clouds.,11 km/h,↑,68%,1031 mbar,N/A
2023-08-08,12:30,,17 °C,Scattered clouds.,20 km/h,↑,68%,1030 mbar,N/A
2023-08-08,13:00,,16 °C,Scattered clouds.,24 km/h,↑,77%,1030 mbar,N/A
2023-08-08,13:30,,16 °C,Scattered clouds.,22 km/h,↑,72%,1030 mbar,N/A
2023-08-08,14:00,,16 °C,Scattered clouds.,20 km/h,↑,72%,1030 mbar,N/A
2023-08-08,14:30,,16 °C,Scattered clouds.,20 km/h,↑,77%,1030 mbar,N/A
2023-08-08,15:00,,16 °C,Scattered clouds.,19 km/h,↑,77%,1030 mbar,N/A
2023-08-08,15:30,,17 °C,Scattered clouds.,19 km/h,↑,68%,1029 mbar,N/A
2023-08-08,16:00,,17 °C,Scattered clouds.,17 km/h,↑,68%,1030 mbar,N/A
2023-08-08,16:30,,17 °C,Scattered clouds.,17 km/h,↑,68%,1030 mbar,N/A
2023-08-08,17:00,,16 °C,Scattered clouds.,17 km/h,↑,72%,1030 mbar,N/A
2023-08-08,17:30,,16 °C,Passing clouds.,17 km/h,↑,72%,1030 mbar,N/A
2023-08-08,18:00,,15 °C,Passing clouds.,17 km/h,↑,77%,1030 mbar,N/A
2023-08-08,18:30,,15 °C,Passing clouds.,15 km/h,↑,77%,1030 mbar,N/A
